energy_PerServing,carbohydrates_PerServing,sugars_PerServing,fiber_PerServing,proteins_PerServing,sodium_PerServing,totalFat_PerServing,product_name,serving_size_grams
460.79,27.0013,23.998,0,1.0011,0,0,Orange Juice,71
334.05,12.9965,4.0035,0,6.001,0.44965,0,Crab Deluxe Flake Style Imitation Crabmeat,85
376.2,14.004,3.996,0,6.003,0.45,0,Crab Deluxe Imitation Crabmeat,90
334.05,10.999,3.0005,0,7.004,0.44965,0,Chunk Style Lobster Deluxe Imitation Meat,85
836.64,40.9976,1.9992,2.016,7,0,1.0024,"100% Durum Semolina Alphabets, Enriched Macaroni Product",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Enriched Macaroni Product, Tubettini Pasta",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Orzo, Enriched Macaroni Product",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Radiatore, Enriched Macaroni Product",56
209.16,1.9992,0.9996,0,0.9996,0.09009,7.5012,Whipped Cream Cheese Spread,21
504,30.996,30.002,0.98,2.002,0,0,Unsweetened Dark Sweet Cherries,140
375.2,21.994,14.994,7,2.002,0,0,Unsweetened Blackberries,140
211.4,13.006,9.002,1.96,0.994,0,0,Unsweetened Sliced Peaches,140
188,11,9,2,1,0,0,Unsweetened Tart Cherries,100
292.6,16.996,11.998,4.06,0,0,0.994,Unsweetened Blueberries,140
252,16.002,11.998,1.96,0.994,0,0,"Mixed Fruit, Unsweetened Peaches, Strawberries, Grapes, Cherries & Pineapple",140
105.6,4.002,0,0,1.002,0.33,0.498,Beef Gravy,60
105.6,4.002,0,1.02,0,0.2502,1.5,Chicken Gravy,60
63,4.002,0,0,1.002,0.2502,0,Turkey Gravy,60
836.64,40.9976,1.9992,2.016,7,0,1.0024,Spaghetti,56
62.75,1,0,0,1,0.15,0.5,Grated Parmesan Style Topping,5
334.44,1.0008,0,0,5.0004,0.28998,9.5004,"Fully Cooked Bacon, Natural Smoke Flavor",18
335.1,2.001,0.999,0,0.999,0.15,13.002,"Cream Cheese Spread, Garden Vegetable",30
586.2,18.999,11.001,0,0.999,0.06,9.999,Mini Candy Bite Cookies,30
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Oven-Ready Lasagna, Enriched Macaroni Product",56
501.76,0,0,0,21,0.20048,4.9952,Boneless Skinless Chicken Breast Portions With Rib Meat,112
836.64,40.9976,1.9992,2.016,7,0,1.0024,Elbow Macaroni,56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Spaghetti, Enriched Spaghetti Product",56
460.32,0.9996,0,0,7,0.16996,14,Natural Colby Cheese,28
585.76,0.9996,0.9996,0,6.0004,0.50988,18.0012,Sliced Pepperoni,28
585.76,0.9996,0.9996,0,6.0004,0.50988,18.0012,Sliced Pepperoni,28
292.88,0,0,0,0,0.09002,10.0002,Butter,14
921.1,41.9985,8.9975,0.976,6.0024,0.61976,4.0016,"Complete Pancake Mix, Buttermilk",61
585.78,26.9997,5.9982,1.014,2.9991,0.45981,2.4999,Complete Pancake Mix,39
501.89,22.0007,1.9995,0.992,3.999,0.24986,1.5004,Bread Crumbs,31
293,1,0,0,6,0.065,6,Large Eggs,50
125.44,0,0,0,5.0008,0.22008,0.9996,Water Added Cooked Ham,28
708.82,41.002,17.9944,2.988,1.992,0.06474,0,Cut Yams Sweet Potatoes In Syrup,166
708.82,41.002,23.0076,2.988,1.992,0.06474,0,Cut Yams,166
543.2,26.999,12.999,1.995,2.9995,0.1701,1.9985,"Instant Oatmeal, Strawberry & Cream",35
543.2,26.999,12.999,1.995,2.9995,0.1701,1.9985,"Instant Oatmeal, Peaches & Cream",35
418.32,18.0012,0.9996,2.996,4.0012,0.08008,1.5008,Regular Instant Oatmeal,28
752.22,1.998,0.999,0,6.9984,0.40986,21.0006,"Cooked Sausage Links, Original",54
752.22,1.998,0.999,0,6.9984,0.4401,21.0006,"Cooked Sausage Links, Maple",54
335.61,6.0003,4.9946,0,12.0006,0.43053,0,"Small Curd Pasteurized Cottage Cheese, Fat Free",113
251.1,0.999,0.999,0,0.999,0.0099,8.502,"Sour Cream, Original",30
104.1,3,3,0,2.001,0.0351,0,Fat Free Sour Cream,30
586.21,22.0007,3.999,2.015,1.9995,0.23002,6.0016,Baked Wheat Crackers,31
41.99,1.9992,0.9996,0,0,0.31994,0,"Steak Sauce, Original",17
125.58,1.9992,0.9996,0,5.0001,0.30996,0,American Singles,21
753.54,25.0002,4.0014,1.026,2.9982,0.40983,13.0017,"Jumbo Homestyle Biscuits, Buttermilk",57
461.16,0,0,0,12.9969,0.27027,8.4987,Red Sockeye Salmon,63
501.76,0,0,0,21,0.20048,4.9952,Chicken Breast Portions,112
918.4,0,0,0,21,0.0952,14,Ground Turkey,112
502.04,0,0,0,0,0,14.9996,Canola Oil Blend,14
292.5,12,7,3,2,0.4,1.5,Pasta Sauce Meatless,125
147.2,7.0016,4.9984,1.024,0.9984,0.38016,0,Organic Sloppy Joe Sauce,64
585.9,11.998,2.002,0.98,7,0.1799,10.997,Stuffed Shells Cheese,70
670.12,36.0008,0,1.012,3.9996,0.00484,0,Long Grain Instant White Rice,44
753,39,0,2,4,0,1.5,Instant Brown Rice,50
795.42,43.0002,0,0,4.0014,0,0,"Instant Boil-In-Bag Rice, Precooked Enriched Long Grain White Rice",54
251.04,13,0,0,1,0.24992,0,"Select, Saltine Crackers",16
102.85,6.001,0,2.04,1.003,0.0102,0,Diced Onions,85
377.06,17.9996,0,0.986,2.9988,0.14008,0,Wheat Pita Bread,34
293.1,10.9995,1.0005,0,1.0005,0.15,1.9995,"Applause, Reduced Fat Crackers",15
878.05,43.996,4.0035,2.04,9.0015,0.2703,1.003,Plain Bagels,85
460.79,27.0013,23.998,0,1.0011,0,0,"Orange Juice, Orange",71
293.1,10.9995,0,0,1.0005,0.16995,3,"Select, Soup & Chili Crackers",15
1337.49,52.0047,23.9976,0.99,3.9996,0.68013,14.5035,"Jumbo Rolls With Icing, Cinnamon",99
418.32,21,1.9992,1.008,0,0.49,0.5012,"Stuffing Mix, Cornbread",28
125.44,0.9996,0.9996,0,5.0008,0.22008,0.5012,"Turkey Breast, Oven Roasted",28
0,0,0,0,0,0,0,"Non-Stick Cooking Spray, Rich, Buttery",0.25
627.3,24.0006,1.9992,1.02,3.9984,0.19023,5.4978,"Garlic Bread Sticks, Butter",51
1004.5,50.001,3.003,0.98,7,1.2999,1.001,Oriental Fried Rice Mix With Vermicelli & Herbs,70
626.85,0.999,0.999,0,5.9985,0.3501,17.5005,Cooked Sausage Patties,45
585.42,21.0012,19.0014,0.99,0,0.04488,7.5009,"Creamy Select, Frosting, Creamy Fudge",33
586.56,20.9984,20.9984,0,0,0.02496,7.5008,"Creamy Select, Frosting, Creamy Vanilla",32
585.42,21.0012,20.0013,0.99,0,0.04488,7.5009,"Creamy Select, Frosting, Milk Chocolate",33
878.64,35,19.0008,1.008,1.9992,0.26992,8.9992,"Moist Select, Muffin Mix, Blueberry",56
627.3,25.0002,17,0.986,1.9992,0.10506,6.5008,"Moist Select, Chocolate Nut Brownie Mix, Chocolate Chunk Walnut",34
878.8,41.002,22.9996,0.988,2.002,0.34008,5.4964,"Moist Select, Classic White Cake Mix",52
710.79,35.002,19.9993,0,1.0019,0.31992,4.0033,"Moist Select, Classic Yellow Cake Mix",43
710.79,32.9982,19.0017,0.989,1.9995,0.39001,4.5021,"Moist Select, Devil's Food Cake Mix",43
710.79,32.0006,19.0017,2.021,1.9995,0.43,5.9985,"Moist Select, Deep Chocolate Cake Mix, Deep Chocolate",43
1087.56,43.0008,25.0002,0,2.0007,0.25023,11.5026,"Moist Select, Cake Mix, Classic Pound",57
585.2,31.9998,23.0014,0,2.9982,0.18012,0,"Moist Select, Cake Mix, Angel Food",38
104.4,4,1,1,1,0.57,1,Onion Soup Mix,8
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Rigatoni, 100% All Natural Macaroni Product",56
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Rotini, All Natural Macaroni Product",56
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Fettuccine, All Natural Macaroni Product",56
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Linguine",56
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Spaghetti All Natural Macaroni Product",56
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Capellini",56
418.32,20.0004,0.9996,1.988,1.9992,0.7,2.002,Julienne Potatoes,28
878.64,40.9976,0,2.016,7,0,1.0024,"Select Italian, Farfalle",56
292.74,9.0036,0,0,3.0012,0.89052,2.5092,Chicken Noodle Condensed Soup,123
292.74,10.9962,0,0,3.0012,0.61008,1.5006,Chicken With Rice Condensed Soup,123
457.56,9.9999,0.9963,0,2.0049,0.86961,8.4993,Cream Of Chicken Condensed Soup,123
416.97,9.9999,0.9963,0,0.9963,0.86961,6.9987,Cream Of Mushroom Condensed Soup,123
375.15,17.9949,0.9963,0.984,3.9975,0.84993,0.9963,Vegetable With Beef Stock Condensed Soup,123
416.97,9.9999,0.9963,0,0.9963,0.86961,6.9987,Cream Of Mushroom Condensed Soup,123
376.25,21,12,1,2,0.48,0,Tomato Condensed Soup,125
376.25,21,12,1,2,0.48,0,Tomato Condensed Soup,125
878.64,40.9976,1.9992,2.016,7,0.01008,1.0024,Rainbow Rotini Pasta,56
460.2,0,0,0,7,0.41,12.5,Hardwood Smoked Thick Sliced Bacon,20
0,0,0,0,0,0.49,0,Garlic Salt,1.4
0,0,0,0,0,0.45,0,Onion Salt,1.3
709.71,25.0059,3.0012,7.995,9.0036,0.85977,5.4981,Bean With Bacon Condensed Soup,123
249.24,13.9996,9.0024,0.992,1.0044,0.03472,0,Unpeeled Apricot Halves,124
417.28,24.9984,17.9968,1.024,0,0.01024,0,Fruit Cocktail In Heavy Syrup,128
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,Fruit Cocktail 100% Juice In Pear Juice Frm Concentrate,124
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,Chunky Mixed Fruit 100% Juice In Pear Juice From Concentrate,124
417.28,22.0032,18.9952,1.024,0.9984,0.01024,0,"Peach Halves In Heavy Syrup, Yellow Cling",128
417.28,22.0032,18.9952,1.024,0.9984,0.01024,0,Yellow Cling Peach Slices In Heavy Syrup,128
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,Yellow Cling In Peach Juice And From Concentrate,124
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,"Peach Halves In Peach Juice And Pear Juice From Concentrate, Yellow Cling",124
418.6,24.999,19.006,1.95,0,0.0104,0,Bartlett Pear Halves In Heavy Syrup,130
251.25,14,12,2,0,0.01,0,"Bartlett Pear Halves, 100% Juice In Pear Juice From Concentrate",125
418.6,24.999,19.006,1.95,0,0.0104,0,Bartlett Pear Slices In Heavy Syrup,130
251.25,14,12,2,0,0.01,0,"Pear Slices In Pear Juice From Concentrate, Bartlett",125
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Mostaccioli, Enriched Macaroni Product",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,Medium Shells Enriched Macaroni Product,56
543.68,23.0016,0,3.008,3.0016,0.2,4.4992,"Woven Wheats, Baked Whole Wheat Crackers",32
376.03,5.0003,3.999,0,1.0013,0.07998,11.501,"Cream Cheese Spread With Other Natural Flavor, Strawberry",31
334.49,1.9995,1.0013,0,1.0013,0.14012,13.0014,"Cream Cheese Spread, Chive + Onion",31
460.2,21.0015,2.0007,1.014,2.9991,0.18018,0.9984,Texas Toast Bread,39
628.04,16.9988,0.9996,1.008,1.9992,0.07504,9.9988,"Kettle Cooked Potato Chips, Original",28
836.64,40.9976,1.9992,2.016,7,0,1.0024,Small Shells Macaroni Product,56
836.64,40.9976,1.9992,2.016,7,0,1.0024,Rotelle,56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Enriched Macaroni Product, Penne Rigate",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Enriched Macaroni Product, Bow Ties 100% Durum Semolina",56
460.24,22,2.002,1.012,3.9996,0.17996,1.5004,Hamburger Buns,44
585,26.9984,2.002,0.988,3.9988,0.24024,1.4976,Sandwich White Bread,52
41.85,2,1,0,0,0,0,Maraschino Cherries With Stems,5
41.86,3.0002,1.9999,0,0,0,0,Maraschino Cherries,7
460.32,0.9996,0,0,7,0.18004,14,Double Cheddar Natural Cheese,28
460.32,0.9996,0,0,7,0.18004,14,Cheddar & Monterey Jack Cheese,28
460.32,0.9996,0,0,7,0.16996,14,Colby Jack Cheese,28
543.43,20.0012,1.9995,0.992,3.0008,0.46004,4.4981,"Stuffing Mix, Chicken",31
104.85,1.0005,0,0,0,0.11505,2.5005,"Olives, Medium Ripe Pitted",15
41.79,0.9999,0,0,0.9999,0.02001,0,"Gelatin Dessert, Cherry",3
41.79,0.9999,0,0,0.9999,0.02001,0,"Gelatin Dessert, Raspberry",3
41.79,0.9999,0,0,0.9999,0.02001,0,"Gelatin Dessert, Orange",3
334.74,19.0008,19.0008,0,0.9996,0.08001,0,"Gelatin Dessert, Orange",21
334.74,19.0008,19.0008,0,0.9996,0.08001,0,"Gelatin Dessert, Cherry",21
334.74,19.0008,19.0008,0,0.9996,0.08001,0,"Gelatin Dessert, Strawberry",21
146.4,8,0,0,0,0.44,0,"Sugar Free & Fat Free Instant Pudding & Pie Filling, Butterscotch",10
167.53,8.0003,0,0,0,0.48004,0,"Pudding & Pie Filling, Chocolate",11
376.42,20.999,16.9994,0,0,0.13002,0,"Pudding & Pie Filling, Vanilla",22
418.5,23,17,0,0,0.13,0,"Cook & Serve Pudding & Pie Filling, Chocolate",25
460.32,26.0008,20.0004,0,0,0.43988,0,"Instant Pudding & Pie Filling, Chocolate",28
418.8,21,16.0008,0,0,0.27,3.4992,"Instant Pudding & Pie Filling, Coconut Cream",24
376.56,22.9992,19.0008,0,0,0.31992,0,"Instant Pudding & Pie Filling, Pistachio",24
104.48,1,0,0,0,0.12496,2.4992,"Olives, Ripe Sliced",16
104.48,1,0,0,0,0.12496,2.4992,"Olives, Ripe Sliced",16
457.56,7.995,0.9963,0.984,0.9963,0.90036,8.9913,Cream Of Celery Condensed Soup,123
416.97,16.9986,0,0,5.0061,0.89052,0.9963,Vegetable Beef Condensed Soup,123
20.9,0,0,0,0,0.06,0,Mustard,5
146.4,8,0,0,0,0.44,0,"Instant Pudding & Pie Filling, Vanilla",10
376.56,22.0008,18,0,0,0.39,0,"Instant Pudding & Pie Filling, French Vanilla",24
334.74,19.0008,19.0008,0,0.9996,0.08001,0,"Gelatin Dessert, Grape",21
293.1,10.0005,0,1.005,1.0005,0,6.501,"Baking Chips, Semi-Sweet Chocolate",15
334.75,20,13,0,1,0.02,0,"Fat Free Flavored Mini Marshmallows, Lemon, Lime, Orange & Strawberry",25
334.74,19.0008,19.0008,0,0.9996,0.08001,0,"Gelatin Dessert, Lime",21
125.65,0,0,0,7,0.01001,0,Unflavored Gelatin,7
125.65,0,0,0,7,0.01001,0,Gelatin,7
585.42,22.0011,19.0014,0,0,0.05511,7.5009,"Creamy Select, Frosting, Cream Cheese",33
502.58,19.0008,9.0012,0,1.001,0.07488,6.0008,"Sandwich Cremes Cookies, Vanilla",26
502.58,19.0008,9.0012,0.988,1.001,0.08996,6.0008,Assorted Sandwich Cremes,26
502.58,19.0008,9.0012,0.988,1.001,0.08996,6.0008,Duplex Sandwich Cremes Cookies,26
502.58,19.0008,8.0002,0,1.001,0.07488,6.0008,"Sandwich Cremes Cookies, Lemon",26
543.78,25.0002,0.9975,1.026,4.9989,0.25023,0.5016,"Original English Muffins, Original",57
292.5,11,7,3,3,0.41,2.5,Chunky Three Cheese Pasta Sauce,125
335,13,7,3,3,0.43,2.5,Chunky Zesty Garlic & Cheese Pasta Sauce,125
292.5,12,7,3,2,0.44,1,Garden Combo Pasta Sauce,125
418.5,25,19,0,0,0.15,0,"Pudding & Pie Filling, Butterscotch",25
104.58,4.0006,2.9963,0.996,0.996,0.00498,0,Diced Green Bell Peppers,83
418.6,20.995,2.002,7.02,6.994,0.26,0.494,Light Red Kidney Beans,130
418.6,20.995,2.002,7.02,6.994,0.26,0.494,Light Red Kidney Beans,130
418.6,20.995,2.002,7.02,6.994,0.26,0.494,Dark Red Kidney Beans,130
1379.07,48.9951,5.9994,1.98,10.9989,0.72963,12.9987,Deluxe Macaroni And Cheese Dinner,99
1086.4,50.001,7,2.03,9.002,0.6902,3.003,"Spirals Macaroni And Cheese Dinner, Original",70
670.14,25.0002,0,1.989,3.9984,0.29988,5.4978,Flour Tortillas,51
502.04,0,0,0,0,0,16.0006,Corn Oil,14
418.32,12.0008,1.9992,0,0.9996,0.22988,6.4988,Crescent Rolls,28
460.32,0.9996,0,0,7,0.18004,14,Medium Cheddar,28
460.32,0.9996,0,0,7,0.18004,14,"Finely Shredded Cheddar Cheese, Mild",28
502.04,0,0,0,0,0,14.9996,Canola Oil,14
628.04,16.9988,1.9992,1.008,1.9992,0.15988,8.9992,"Kettle Cooked Potato Chips, Mesquite Bbq",28
543.46,21.9994,3.9991,2.001,2.001,0.22997,3.9991,Baked Wheat Crackers,29
460.32,21,1.9992,1.008,2.9988,0.43988,0.9996,"Stuffing Mix, Natural Turkey Flavored",28
920.08,41.0008,26.9982,1.007,4.9979,0.42983,5.0032,"No Bake Cheesecake Mix, Original",53
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Elbow Macaroni, Enriched Macaroni Product",56
21.3,0.999,0.999,0,0,0.3201,0,"Sliced Jalapenos, Hot",30
878.64,40.9976,1.9992,2.016,7,0,1.0024,"Egg-Free, Noodle Style, Extra-Wide Pasta",56
376.04,20.0004,0.9996,1.008,1.9992,0.36008,0.5012,Pretzels,28
20.9,0,0,0,0,0.12,0,"Mustard, Dijon With White Wine",5
83.68,0,0,0,0,0.32992,2.4992,Sliced Salad Olives,16
920.38,5.0014,0.9996,2.006,5.0014,0,24.0006,Walnuts,34
378.55,6.0003,4.0002,0,12.0006,0.47008,2.4973,Small Curd Pasteurized Cottage Cheese,113
378.55,6.0003,4.0002,0,12.0006,0.47008,2.4973,Small Curd Pasteurized Cottage Cheese,113
166.8,0.999,0.999,0,2.001,0.0099,3.999,Light Sour Cream,30
374.22,21.9996,18.0054,2.016,0,0.01008,0,"Applesauce, Original",126
417.28,24.9984,21.0048,2.048,0,0.01024,0,"Applesauce, Cinnamon",128
209.84,13.0052,11.0044,1.952,0,0.00976,0,"Applesauce, Unsweetened",122
337.28,21.9976,18.0048,0.992,0,0,0,"Applesauce, Chunky",124
418.88,23.0076,21.0056,0.924,1.001,0.0154,0,Mandarin Orange Segments In Light Syrup,154
417.28,22.0032,18.9952,1.024,0.9984,0.01024,0,Yellow Cling Peach Slices In Heavy Syrup,128
417.28,22.0032,18.9952,1.024,0.9984,0.01024,0,Yellow Cling Peach Slices In Heavy Syrup,128
417.28,22.0032,18.9952,1.024,0.9984,0.01024,0,"Peach Halves In Heavy Cyrupe, Yellow Cling",128
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,"Yellow Cling Peach Slices, 100% Juice In Peach Juice And Pear Juice",124
418.6,24.999,19.006,1.95,0,0.0104,0,"Pear Slices In Heavy Syrup, Bartlett",130
418.6,24.999,19.006,1.95,0,0.0104,0,"Pear Halves In Heavy Syrup, Bartlett",130
418.6,24.999,19.006,1.95,0,0.0104,0,Bartlett Pear Halved In Heavy Syrup,130
251.25,14,12,2,0,0.01,0,"Pear Halves 100% Juice In Pear Juice From Concentrate, Bartlett",125
417.28,24.9984,17.9968,1.024,0,0.01024,0,Fruit Cocktail In Heavy Syrup,128
417.28,24.9984,17.9968,1.024,0,0.01024,0,Fruit Cocktail In Heavy Syrup,128
249.24,13.9996,10.9988,0.992,1.0044,0.00992,0,Fruit Cocktail In Pear Juice From Concentrate,124
334.75,20,13,0,1,0.02,0,Mini Marshmallows,25
334.75,20,13,0,1,0.02,0,Mini Marshmallows,25
376.04,21.9996,14.9996,0,0.9996,0.02492,0,Fat Free Marshmallows,28
376.04,21.9996,14.9996,0,0.9996,0.02492,0,Fat Free Marshmallows,28
460.32,21,1.9992,1.008,2.9988,0.43008,0.9996,"Stuffing Mix, Chicken Flavored",28
586.56,24.9984,12,0.992,0.9984,0.12,5.5008,"Wafers, Vanilla",32
293.1,10.9995,0,0,1.0005,0.12495,1.5,Saltine Crackers,15
334.72,10,1,0,1,0.03008,5.4992,"Applause, Low Sodium Crackers",16
334.72,10,1,0,1,0.10496,5,"Applause, Crackers",16
251.3,10.0002,0,0,0.9996,0.16996,1.4994,"Select, Saltine Crackers",14
795.48,4.0012,0.9996,2.996,2.9988,0,21.5012,Halves Pecans,28
752.32,7.0016,0.9984,4,7.0016,0,16.9984,Sliced Almonds,32
711.6,6.999,0.999,3.99,6,0,15.999,Slivered Almonds Nuts,30
920.38,5.0014,0.9996,2.006,5.0014,0,24.0006,Walnuts,34
837.3,3.999,0.999,2.01,5.001,0,22.002,Premium Quality Chopped Walnuts,30
794.4,3,0,2.01,6.999,0,18.999,Black Walnuts,30
752.32,7.0016,0.9984,4,7.0016,0,16.9984,Sliced Blanched Almonds,32
376.74,0,0,0,12.0015,0.27027,6.0039,Alaskan Pink Salmon,63
920.64,40.0008,1.9992,2.016,8.0024,0.01512,4.004,Fine Egg Noodles,56
920.64,40.0008,1.9992,2.016,8.0024,0.01512,4.004,Medium Egg Noodles,56
920.64,40.0008,1.9992,2.016,8.0024,0.01512,4.004,"Enriched Noodle Product, Wide Egg Noodles",56
920.64,40.0008,1.9992,2.016,8.0024,0.01512,4.004,"Extra-Wide Egg Noodles, Enriched Noodle Product",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,"Rigatoni, Enriched Macaroni Product",56
836.64,40.9976,1.9992,2.016,7,0,1.0024,Enriched Macroni Product,56
146.25,7,3,1,1,0.29,0,Mixed Vegetables,125
85.2,3.996,2.004,2.04,0.996,0.0144,0,"Cut Green Beans, No Salt Added",120
85.2,3.996,2.004,2.04,0.996,0.2904,0,Cut Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,Cut Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,French Style Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,French Style Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.0144,0,French Style Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,Whole Green Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,Cut Wax Beans,120
85.2,3.996,2.004,2.04,0.996,0.2904,0,Cut Wax Beans,120
376.25,17,1,4,4,0.3,0.5,Lima Beans,125
418.6,16.003,3.003,4.94,6.006,0.4004,1.001,Large Butter Beans,130
375.7,16.003,2.002,5.98,6.994,0.4095,0,Great Northern Beans,130
462.8,19.994,2.002,5.98,6.006,0.4706,1.001,"Chili Beans, Mild",130
375.7,19.994,1.001,7.02,6.006,0.4095,0,Pinto Beans,130
375.7,19.006,1.001,4.94,6.006,0.4004,0,Red Beans,130
418.6,16.003,2.002,4.03,7.995,0.4004,0.494,Black-Eyed Peas,130
418.6,20.995,2.002,7.02,6.994,0.26,0.494,Dark Red Kidney Beans,130
165.6,8.004,6,0.96,0.996,0.2496,0,Sliced Beets,120
165.6,8.004,6,0.96,0.996,0.0252,0,Sliced Beets,120
83.81,3.9991,3.9991,0,0,0.0551,0,Pickled Sliced Beets,29
84.24,3.9996,3.9996,0,0,0.06516,0,Pickled Whole Beets,36
165.6,8.004,6,0.96,0.996,0.2496,0,"Whole Beets, Medium",120
252,15.003,9.999,1.98,0,0.27,0,Harvard Beets,90
126,6,3.996,2.04,0.996,0.2496,0,Sliced Carrots,120
126,6,3.996,2.04,0.996,0.2496,0,Sliced Carrots,120
126,6,3.996,2.04,0.996,0.0552,0,Sliced Carrots,120
251.25,10,4,4,3,0.3,0,Peas & Carrots,125
251.25,10,6,3,3,0.3,0.5,Peas & Carrots,125
251.25,9,7,2,2,0.2,1.5,Golden Sweet Corn,125
292.5,13,6,2,2,0.01,1,Golden Sweet Corn,125
335,17,7,2,2,0.3,1,Whole Kernel Golden Sweet Corn,125
335,17,4,2,2,0.3,1,Sweet White Corn,125
376.25,20,6,2,2,0.3,0,"Golden Sweet Corn, Cream Style",125
251.25,12,5,1,1,0.3,0.5,Cream Style Golden Sweet Corn,125
292.5,12,6,3,4,0.3,0.5,Small Sweet Peas,125
292.5,12,6,3,4,0.3,0.5,Small Sweet Peas,125
292.5,12,6,3,4,0.3,0.5,Sweet Peas,125
251.25,10,5,3,4,0.015,0.5,Sweet Peas,125
21.3,0.999,0.999,0.99,0,0.2001,0,Sauerkraut,30
21.3,0.999,0.999,0.99,0,0.18,0,Sauerkraut,30
85.91,3.0008,0,2.057,1.9965,0.37994,0,Cut Leaf Spinach,121
85.91,3.0008,0,2.057,1.9965,0.0605,0,Cut Leaf Spinach,121
85.91,3.0008,0,2.057,1.9965,0.12947,0,Cut Leaf Spinach,121
293.28,13.9932,0.9984,2.028,0.9984,0.27924,0,Whole Potatoes,156
290.4,14.9985,1.0065,1.98,1.0065,0.2805,0,Sliced Potatoes,165
669.08,32.0006,12.9989,3.01,3.999,0.23994,1.9995,"Instant Oatmeal, Maple & Brown Sugar",43
543.2,26.999,12.0015,3.01,2.9995,0.1701,1.5015,"Instant Oatmeal, Apples & Cinnamon",35
251.64,21.9996,1.0008,14.004,6.9984,0.01512,0,"Naturals, Pinto Beans",36
335.54,23.0014,0.9994,12.008,7.999,0.01482,0,"Naturals, Navy Beans",38
459.45,27,0.999,10.98,10.998,0.0252,0,Split Green Peas,45
670.5,35.001,0,0,3.0015,0,0,Extra Long Grain Rice,45
670.5,35.001,0,0,3.0015,0,0,Enriched Extra Long Gain Rice,45
670.5,35.001,0,0,3.0015,0,0,Enriched Extra Long Grain Rice,45
712.05,36.9984,0,0,2.9986,0,0,Enriched Medium Grain Rice,47
627.48,31.9998,0,1.008,2.9988,0,0.9996,Long Grain Brown Rice,42
712.08,38.0006,0,0,4.002,0,0,Instant White Rice,46
1004.5,50.001,2.002,0.98,7,0.9303,1.498,"Rice & Vermicelli Mix With Chicken Broth & Spices, Chicken",70
292.6,15.0005,0,1.007,2.0007,0.01501,0,Mashed Potatoes,19
292.6,15.0005,0,1.007,2.0007,0.01501,0,Mashed Potatoes,19
418.32,20.0004,0.9996,1.988,1.9992,0.53004,1.5008,Scalloped Potatoes,28
418.32,21.9996,0.9996,1.988,1.9992,0.57988,0.5012,"Potatoes, Sour Cream And Chive",28
418.32,20.0004,1.9992,1.008,1.9992,0.56,1.5008,Au Gratin Potatoes,28
62.76,4,4,0,0,0,0,Pure Granulated Sugar,4
62.76,4,4,0,0,0,0,Pure Granulated Sugar,4
502.2,30,29.001,0,0,0,0,Confectioners Powdered Sugar,30
502.04,0,0,0,0,0,16.0006,"Vegetable Oil, 100% Pure With No Additives",14
502.06,0,0,0,0,0,16.0004,Vegetable Shortening,13
0,0,0,0,0,0.58999,0,Free Flowing Salt,1.5
0,0,0,0,0,0.58999,0,Iodized Free Flowing Salt,1.5
460.35,22.9989,1.0013,0.992,3.0008,0,0,Enriched All-Purpose Flour,31
460.35,22.9989,1.0013,0.992,3.0008,0,0,Enriched All-Purpose Flour,31
460.35,22.9989,1.0013,0.992,3.0008,0,0,Enriched All-Purpose Flour,31
293.1,10.0005,7.9995,1.005,1.0005,0,6.501,"Baking Chips, Semi-Sweet Chocolate",15
104.85,1.0005,0,0,0,0.11505,2.5005,Large Ripe Olives Pitted,15
104.85,1.0005,0,0,0,0.11505,2.5005,"Olives, Small Ripe Pitted",15
104.85,0,0,0,0,0.33,3,Stuffed Manzanilla Thrown Olives With Minced Pimiento,15
